trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1128,False,"{'a': 0.002, 'e': 0.10476872261184789}",25,15,18.81459388820844,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.002, 'e': 0.10455939456444763}",25,17,13.515043678171775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.002, 'e': 0.104350484754765}",25,0,34.08852956861563,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1131,False,"{'a': 0.002, 'e': 0.10414199234716055}",30,1,37.35624891116348,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
1132,False,"{'a': 0.002, 'e': 0.10393391650766431}",25,12,24.40213162660622,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.002, 'e': 0.10372625640397273}",20,8,19.813362444243296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.002, 'e': 0.10351901120544502}",30,23,14.898369155032901,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.002, 'e': 0.1033121800831002}",25,16,14.826354918658609,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.002, 'e': 0.10310576220961341}",20,13,11.94777660751112,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.002, 'e': 0.102899756759313}",20,10,17.576994025826476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.002, 'e': 0.10269416290817676}",20,6,24.99634334543093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.002, 'e': 0.10248897983382912}",25,17,-1.9722267514954313,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1140,False,"{'a': 0.002, 'e': 0.10228420671553744}",25,9,15.667141990134999,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1141,False,"{'a': 0.002, 'e': 0.10207984273420903}",25,16,12.142324595031344,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.002, 'e': 0.10187588707238764}",25,12,23.248523831087596,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.002, 'e': 0.1016723389142504}",25,14,21.129109797912577,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.002, 'e': 0.10146919744560434}",35,14,42.264764370123956,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.002, 'e': 0.1012664618538834}",30,10,20.066924751638517,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1146,False,"{'a': 0.002, 'e': 0.10106413132814486}",20,13,14.639818356008139,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.002, 'e': 0.10086220505906641}",30,18,23.95630950805264,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.002, 'e': 0.10066068223894266}",20,0,30.80002404851585,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1149,False,"{'a': 0.002, 'e': 0.1004595620616821}",25,13,2.1527610553843384,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1150,False,"{'a': 0.002, 'e': 0.1002588437228037}",35,25,9.896107382650404,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.002, 'e': 0.10005852641943393}",20,16,9.242333543749194,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.002, 'e': 0.09985860935030318}",20,3,28.005070013997443,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.002, 'e': 0.09965909171574303}",20,8,22.752590529721484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.002, 'e': 0.09945997271768262}",20,5,21.10406822329936,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.002, 'e': 0.09926125155964566}",30,17,14.831305541750499,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1156,False,"{'a': 0.002, 'e': 0.09906292744674731}",30,17,26.385854477204152,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.002, 'e': 0.09886499958569081}",25,15,15.995271378825915,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.002, 'e': 0.0986674671847645}",25,13,9.826685408497177,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1159,False,"{'a': 0.002, 'e': 0.09847032945383845}",20,8,18.78319374409304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.002, 'e': 0.09827358560436154}",25,11,27.622533662791824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.002, 'e': 0.09807723484935806}",25,0,17.10514255752357,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1162,False,"{'a': 0.002, 'e': 0.09788127640342477}",20,13,13.45112306889903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.002, 'e': 0.09768570948272756}",20,0,26.573978516362814,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.002, 'e': 0.09749053330499859}",30,0,-32.05281301362828,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
1165,False,"{'a': 0.002, 'e': 0.09729574708953276}",25,10,12.711844308214683,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1166,False,"{'a': 0.002, 'e': 0.09710135005718508}",30,7,1.2637158148742693,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1167,False,"{'a': 0.002, 'e': 0.09690734143036704}",20,12,-5.986116565961679,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1168,False,"{'a': 0.002, 'e': 0.09671372043304398}",20,5,27.20293609651068,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.002, 'e': 0.09652048629073155}",30,19,13.95620989080566,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.002, 'e': 0.09632763823049303}",20,6,21.41404465464185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.002, 'e': 0.09613517548093582}",35,18,33.60421265919545,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.002, 'e': 0.09594309727220877}",20,4,28.48931259173314,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.002, 'e': 0.09575140283599869}",25,9,13.464673189914503,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1174,False,"{'a': 0.002, 'e': 0.09556009140552765}",20,13,9.826857139807629,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.002, 'e': 0.09536916221554961}",20,11,18.925443048285903,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.002, 'e': 0.09517861450234763}",25,6,31.943566574021034,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.002, 'e': 0.09498844750373053}",30,14,27.884195025067125,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.002, 'e': 0.09479866045903014}",25,17,15.284128644503548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.002, 'e': 0.09460925260909793}",20,6,8.511345986127647,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1180,False,"{'a': 0.002, 'e': 0.09442022319630235}",20,0,27.45207024166824,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.002, 'e': 0.0942315714645254}",25,5,35.37906678742955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.002, 'e': 0.09404329665916}",20,7,-21.847779180439744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1183,False,"{'a': 0.002, 'e': 0.09385539802710659}",20,9,-22.36639785295875,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1184,False,"{'a': 0.002, 'e': 0.09366787481677047}",30,0,35.73991706088735,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
1185,False,"{'a': 0.002, 'e': 0.09348072627805847}",20,3,9.479462389367987,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1186,False,"{'a': 0.002, 'e': 0.09329395166237625}",30,20,20.726196994265685,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.002, 'e': 0.09310755022262504}",20,9,19.77076719759962,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.002, 'e': 0.0929215212131989}",30,14,9.589903544700203,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1189,False,"{'a': 0.002, 'e': 0.09273586388998147}",25,10,27.022403263607945,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.002, 'e': 0.09255057751034329}",20,13,13.268309686925718,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.002, 'e': 0.0923656613331385}",20,13,12.49544743129341,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.002, 'e': 0.09218111461870225}",20,4,13.812902739799572,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1193,False,"{'a': 0.002, 'e': 0.09199693662884734}",30,17,-9.737659186311184,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1194,False,"{'a': 0.002, 'e': 0.09181312662686165}",20,13,-21.024466313335513,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
1195,False,"{'a': 0.002, 'e': 0.09162968387750484}",25,11,19.442147418209146,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.002, 'e': 0.09144660764700575}",20,16,6.18415784055575,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.002, 'e': 0.09126389720305915}",35,25,16.61148793245357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.002, 'e': 0.09108155181482308}",25,12,5.264548148492517,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1199,False,"{'a': 0.002, 'e': 0.09089957075291567}",30,17,8.888013027823034,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1200,False,"{'a': 0.002, 'e': 0.09071795328941251}",25,16,9.302978935217503,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.002, 'e': 0.09053669869784343}",20,0,27.12296221421416,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1202,False,"{'a': 0.002, 'e': 0.0903558062531899}",20,0,23.165907460248086,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1203,False,"{'a': 0.002, 'e': 0.0901752752318818}",20,5,25.630309210167297,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.002, 'e': 0.08999510491179491}",20,2,30.3855294423825,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.002, 'e': 0.08981529457224763}",35,0,46.324085894492335,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1206,False,"{'a': 0.002, 'e': 0.08963584349399842}",20,13,12.018052491363278,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.002, 'e': 0.08945675095924267}",20,6,22.060087156413765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.002, 'e': 0.08927801625161007}",30,0,22.96195513934053,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
1209,False,"{'a': 0.002, 'e': 0.08909963865616147}",20,10,18.5443857612488,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.08892161745938634}",20,0,11.140555561577623,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1211,False,"{'a': 0.002, 'e': 0.08874395194919957}",25,7,31.79047237484016,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.002, 'e': 0.08856664141493896}",20,5,24.448818489590877,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.002, 'e': 0.08838968514736205}",20,7,22.63933902829554,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.002, 'e': 0.08821308243864363}",20,7,5.370964448502766,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1215,False,"{'a': 0.002, 'e': 0.08803683258237255}",25,19,11.217032252087883,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.0878609348735492}",25,18,-27.927171857920357,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1217,False,"{'a': 0.002, 'e': 0.08768538860858248}",20,0,-5.1300892208092,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1218,False,"{'a': 0.002, 'e': 0.08751019308528712}",25,13,-4.424590915975213,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1219,False,"{'a': 0.002, 'e': 0.08733534760288077}",20,6,16.983836685777874,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.002, 'e': 0.0871608514619813}",20,6,22.202726456323603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.08698670396460385}",20,1,-16.267178896700134,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1222,False,"{'a': 0.002, 'e': 0.08681290441415829}",20,6,1.6259408926171919,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1223,False,"{'a': 0.002, 'e': 0.0866394521154461}",35,12,40.624837837426604,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.002, 'e': 0.08646634637465792}",30,17,16.149962669657718,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.002, 'e': 0.0862935864993705}",20,8,14.175533824225155,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.002, 'e': 0.08612117179854416}",25,10,26.73401964718564,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.002, 'e': 0.08594910158251981}",20,0,3.5669681637402193,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1228,False,"{'a': 0.002, 'e': 0.08577737516301644}",30,0,-3.890029809702636,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
1229,False,"{'a': 0.002, 'e': 0.08560599185312803}",20,6,25.89813340800753,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.002, 'e': 0.08543495096732123}",30,13,-16.00318902363548,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1231,False,"{'a': 0.002, 'e': 0.08526425182143217}",25,10,22.993367155317404,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08509389373266411}",25,11,21.48482104715395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.002, 'e': 0.08492387601958441}",25,17,10.885003612100938,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.08475419800212207}",20,0,18.144543478792116,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1235,False,"{'a': 0.002, 'e': 0.08458485900156469}",25,15,21.484635604875606,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08441585834055614}",20,11,13.143519098196634,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.002, 'e': 0.08424719534309347}",20,12,14.965180228680497,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08407886933452453}",25,12,-24.512005650488774,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1239,False,"{'a': 0.002, 'e': 0.083910879641545}",20,8,7.800282838241237,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.08374322559219596}",30,18,22.994510409465267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.0835759065158609}",20,0,28.43651506310244,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1242,False,"{'a': 0.002, 'e': 0.08340892174326339}",25,0,13.003472134141582,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1243,False,"{'a': 0.002, 'e': 0.08324227060646401}",25,17,13.337551673362547,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.002, 'e': 0.0830759524388581}",30,0,19.472759542452078,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
1245,False,"{'a': 0.002, 'e': 0.08290996657517266}",20,10,20.832116118845985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08274431235146412}",25,13,11.205303258390451,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.08257898910511527}",20,12,3.35076210966666,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08241399617483297}",30,6,37.63811578364282,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.002, 'e': 0.08224933290064523}",25,18,12.265344217834524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.002, 'e': 0.0820849986238988}",30,13,26.04635397023527,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.002, 'e': 0.08192099268725626}",25,13,7.688607241574466,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1252,False,"{'a': 0.002, 'e': 0.08175731443469375}",30,12,34.463930714421736,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08159396321149794}",25,7,30.735601193298105,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.002, 'e': 0.08143093836426381}",25,15,18.515882588300894,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.002, 'e': 0.08126823924089167}",30,14,29.26186289266613,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.002, 'e': 0.0811058651905849}",25,2,17.382454029494298,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1257,False,"{'a': 0.002, 'e': 0.08094381556384699}",35,21,27.69674719593071,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.002, 'e': 0.08078208971247929}",25,15,20.316486962467188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08062068698957811}",30,18,23.345706558286437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.002, 'e': 0.08045960674953244}",20,14,10.03617655106667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.002, 'e': 0.08029884834802099}",25,18,12.147617527784405,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08013841114201005}",20,6,-1.2754241329028637,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1263,False,"{'a': 0.002, 'e': 0.07997829448975048}",30,13,32.019354268712945,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.002, 'e': 0.07981849775077554}",20,14,0.4658790541914435,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1265,False,"{'a': 0.002, 'e': 0.07965902028589801}",25,0,30.16431267437379,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1266,False,"{'a': 0.002, 'e': 0.07949986145720786}",25,14,19.057977474253917,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.002, 'e': 0.0793410206280695}",20,12,15.424946337640982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.002, 'e': 0.07918249716311948}",20,7,8.378667368689,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1269,False,"{'a': 0.002, 'e': 0.07902429042826366}",20,0,15.697992357954815,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1270,False,"{'a': 0.002, 'e': 0.07886639979067495}",25,11,20.88517334362821,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.002, 'e': 0.07870882461879052}",20,15,8.769187216157956,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.002, 'e': 0.07855156428230954}",20,14,11.111958519702867,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.002, 'e': 0.0783946181521904}",25,19,9.727585060084678,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.002, 'e': 0.07823798560064842}",25,9,25.927633809309214,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.002, 'e': 0.07808166600115313}",25,12,16.33258685750152,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.002, 'e': 0.077925658728426}",30,8,26.196530672336692,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1277,False,"{'a': 0.002, 'e': 0.07776996315843764}",30,14,20.19512938237204,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1278,False,"{'a': 0.002, 'e': 0.07761457866840563}",20,1,15.877476766588682,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1279,False,"{'a': 0.002, 'e': 0.07745950463679176}",20,0,27.039699058056552,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1280,False,"{'a': 0.002, 'e': 0.07730474044329974}",20,14,-0.9982164074374278,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1281,False,"{'a': 0.002, 'e': 0.07715028546887258}",20,14,9.629373875136393,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.002, 'e': 0.07699613909569011}",35,0,40.57789456946433,"{0: 33, 1: 2, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.002, 'e': 0.07684230070716673}",35,5,31.717144586521137,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
1284,False,"{'a': 0.002, 'e': 0.0766887696879486}",30,19,5.7472235274162395,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1285,False,"{'a': 0.002, 'e': 0.07653554542391151}",30,15,28.477371530564337,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.002, 'e': 0.07638262730215813}",20,12,15.62727657822814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.002, 'e': 0.07623001471101583}",25,16,-7.372512923171468,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1288,False,"{'a': 0.002, 'e': 0.07607770704003398}",20,5,26.156492770688164,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.002, 'e': 0.07592570367998178}",25,14,16.180038381244824,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.002, 'e': 0.07577400402284548}",20,2,27.72241338620202,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.002, 'e': 0.07562260746182634}",25,15,19.2919998645482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.002, 'e': 0.07547151339133784}",35,21,27.627347362599952,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.002, 'e': 0.07532072120700357}",20,7,19.572113543756732,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.002, 'e': 0.07517023030565453}",20,3,25.05111580151988,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.002, 'e': 0.07502004008532698}",25,15,6.687337369976518,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1296,False,"{'a': 0.002, 'e': 0.07487014994525974}",25,15,16.772405674632253,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.002, 'e': 0.07472055928589216}",25,18,4.421729334975322,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1298,False,"{'a': 0.002, 'e': 0.07457126750886131}",20,14,-1.4906122794954018,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1299,False,"{'a': 0.002, 'e': 0.07442227401699995}",30,18,-17.876623253149205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1300,False,"{'a': 0.002, 'e': 0.07427357821433388}",25,20,10.375364918954908,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.002, 'e': 0.0741251795060797}",20,14,8.250644682706941,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.002, 'e': 0.07397707729864236}",25,9,26.984471320506717,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.002, 'e': 0.0738292709996129}",30,0,47.50531912461654,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1304,False,"{'a': 0.002, 'e': 0.07368176001776583}",20,6,23.54366445955359,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.002, 'e': 0.0735345437630571}",25,14,22.380632599611573,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.002, 'e': 0.07338762164662144}",20,0,28.24378638574205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1307,False,"{'a': 0.002, 'e': 0.07324099308077024}",20,8,20.95979757567923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.002, 'e': 0.07309465747898901}",30,16,22.438723652910703,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.002, 'e': 0.07294861425593517}",30,20,-17.015452918291764,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1310,False,"{'a': 0.002, 'e': 0.07280286282743559}",20,0,-12.165078728125371,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
