trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
455,False,"{'a': 0.002, 'e': 0.40252422403363597}",35,24,2.395772059909673,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.002, 'e': 0.401719980097586}",30,2,-58.687706868150805,"{0: 21, 1: 2, 2: 2, 3: 3, 4: 0}",1
457,False,"{'a': 0.002, 'e': 0.4009173430419921}",20,8,-3.0343600432285456,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
458,False,"{'a': 0.002, 'e': 0.40011630965630496}",25,0,-45.19085805243297,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
459,False,"{'a': 0.002, 'e': 0.3993168767363899}",20,0,-73.07027936202822,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
460,False,"{'a': 0.002, 'e': 0.39851904108451414}",20,6,-7.683338346311965,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
461,False,"{'a': 0.002, 'e': 0.39772279950933415}",25,13,8.12367818444058,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.002, 'e': 0.39692814882588245}",25,9,-0.07840848396822109,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
463,False,"{'a': 0.002, 'e': 0.39613508585555535}",25,0,-25.024641932958748,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
464,False,"{'a': 0.002, 'e': 0.3953436074260998}",25,1,-79.52981998300874,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 2}",1
465,False,"{'a': 0.002, 'e': 0.3945537103716011}",25,11,15.561058467147918,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.002, 'e': 0.39376539153247}",35,9,13.334979474622205,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
467,False,"{'a': 0.002, 'e': 0.39297864775542996}",25,0,-64.28310016986836,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
468,False,"{'a': 0.002, 'e': 0.39219347589350495}",25,7,10.072317633405715,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
469,False,"{'a': 0.002, 'e': 0.3914098728060065}",20,2,-3.808729903091307,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
470,False,"{'a': 0.002, 'e': 0.3906278353585211}",25,0,-16.599069142011928,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
471,False,"{'a': 0.002, 'e': 0.38984736042289797}",25,0,-11.663088377275734,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
472,False,"{'a': 0.002, 'e': 0.3890684448772363}",20,1,-96.61027854850053,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 2}",1
473,False,"{'a': 0.002, 'e': 0.38829108560587294}",30,0,-50.52666254085848,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",0
474,False,"{'a': 0.002, 'e': 0.3875152794993697}",20,11,7.836102399170452,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.002, 'e': 0.3867410234545012}",20,9,7.177233043124072,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.002, 'e': 0.3859683143742421}",35,16,-72.50890058921199,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 2}",1
477,False,"{'a': 0.002, 'e': 0.38519714916775516}",25,12,22.375373149540266,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.002, 'e': 0.3844275247503785}",20,0,-60.54548679973495,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
479,False,"{'a': 0.002, 'e': 0.38365943804361335}",25,0,22.50215565985878,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
480,False,"{'a': 0.002, 'e': 0.38289288597511206}",30,8,-51.14667573966866,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
481,False,"{'a': 0.002, 'e': 0.38212786547866506}",20,6,-37.87184775903778,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
482,False,"{'a': 0.002, 'e': 0.38136437349418956}",20,0,-11.721820712709032,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
483,False,"{'a': 0.002, 'e': 0.38060240696771647}",25,0,-6.051176601770313,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
484,False,"{'a': 0.002, 'e': 0.3798419628513787}",20,0,-14.971557646466461,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
485,False,"{'a': 0.002, 'e': 0.37908303810339883}",25,8,4.792176482429832,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
486,False,"{'a': 0.002, 'e': 0.3783256296880768}",25,13,-21.40353208311545,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
487,False,"{'a': 0.002, 'e': 0.37756973457577797}",25,1,-2.344299851327765,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
488,False,"{'a': 0.002, 'e': 0.37681534974292086}",25,0,-25.317277687161965,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
489,False,"{'a': 0.002, 'e': 0.37606247217196515}",20,2,-2.9800525213393465,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
490,False,"{'a': 0.002, 'e': 0.37531109885139957}",25,0,-84.03640518691913,"{0: 20, 1: 0, 2: 1, 3: 3, 4: 1}",0
491,False,"{'a': 0.002, 'e': 0.3745612267757298}",20,8,-29.478112050478735,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 0}",1
492,False,"{'a': 0.002, 'e': 0.3738128529454665}",25,7,20.34354048633537,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.002, 'e': 0.3730659743671134}",25,13,-26.425468032611395,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
494,False,"{'a': 0.002, 'e': 0.3723205880531552}",25,13,-16.89666098199558,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
495,False,"{'a': 0.002, 'e': 0.3715766910220457}",20,14,12.640525538306381,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.002, 'e': 0.37083428029819565}",25,6,-5.984894910333611,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
497,False,"{'a': 0.002, 'e': 0.37009335291196127}",25,0,-100.53368353513316,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
498,False,"{'a': 0.002, 'e': 0.369353905899632}",25,7,-1.3932582250434324,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
499,False,"{'a': 0.002, 'e': 0.3686159363034188}",30,0,-16.739599455544013,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",1
500,False,"{'a': 0.002, 'e': 0.36787944117144233}",20,0,-62.819778962136226,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
501,False,"{'a': 0.002, 'e': 0.36714441755772104}",35,0,-58.39261319906099,"{0: 28, 1: 3, 2: 2, 3: 1, 4: 1}",0
502,False,"{'a': 0.002, 'e': 0.3664108625221595}",25,0,-45.183925760544504,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
503,False,"{'a': 0.002, 'e': 0.36567877313053654}",30,21,-37.63460867217192,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
504,False,"{'a': 0.002, 'e': 0.36494814645449375}",20,13,-4.4133946733059535,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.002, 'e': 0.3642189795715233}",20,0,-12.104958154664505,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
506,False,"{'a': 0.002, 'e': 0.3634912695649568}",25,5,22.182076864702506,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.002, 'e': 0.36276501352395324}",20,7,12.993408200047828,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.002, 'e': 0.36204020854348745}",20,0,13.68397713122441,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
509,False,"{'a': 0.002, 'e': 0.36131685172433853}",20,0,-5.226707129091127,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
510,False,"{'a': 0.002, 'e': 0.3605949401730783}",30,0,-75.47637995497755,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
511,False,"{'a': 0.002, 'e': 0.35987447100205955}",25,8,17.786309551596094,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.002, 'e': 0.3591554413294046}",20,0,-11.667902291963822,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
513,False,"{'a': 0.002, 'e': 0.3584378482789939}",25,10,23.94644800696713,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.002, 'e': 0.3577216889804542}",25,0,-23.256799426107314,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
515,False,"{'a': 0.002, 'e': 0.3570069605691474}",20,8,-0.10490985756626658,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.002, 'e': 0.3562936601861588}",25,0,-10.79833414585599,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
517,False,"{'a': 0.002, 'e': 0.35558178497828613}",20,10,-16.38076029335176,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
518,False,"{'a': 0.002, 'e': 0.3548713320980274}",20,2,17.790955191276808,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.002, 'e': 0.35416229870357024}",25,11,-83.8666687885397,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
520,False,"{'a': 0.002, 'e': 0.35345468195878016}",20,0,11.4100175707492,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
521,False,"{'a': 0.002, 'e': 0.3527484790331891}",20,8,-32.62474007387991,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
522,False,"{'a': 0.002, 'e': 0.3520436871019846}",20,0,-15.805454495946748,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
523,False,"{'a': 0.002, 'e': 0.3513403033459978}",30,10,15.076259912167691,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.002, 'e': 0.35063832495169295}",20,5,9.851807128699273,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.002, 'e': 0.3499377491111553}",30,12,-11.357471163568912,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
526,False,"{'a': 0.002, 'e': 0.3492385730220808}",20,4,-59.48082267084422,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
527,False,"{'a': 0.002, 'e': 0.348540793887764}",20,12,10.927071356693085,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.002, 'e': 0.3478444089170874}",25,11,11.412603159625544,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.002, 'e': 0.3471494153245103}",25,5,-69.5870470025891,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
530,False,"{'a': 0.002, 'e': 0.3464558103300574}",20,0,-14.007680947251131,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
531,False,"{'a': 0.002, 'e': 0.34576359115930777}",25,5,-60.85479305145581,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
532,False,"{'a': 0.002, 'e': 0.34507275504338375}",20,10,-36.267716400248915,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
533,False,"{'a': 0.002, 'e': 0.34438329921894}",20,3,-30.638979036210028,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
534,False,"{'a': 0.002, 'e': 0.34369522092815236}",25,16,-28.10676461464419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
535,False,"{'a': 0.002, 'e': 0.34300851741870664}",30,14,1.4254694203832714,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
536,False,"{'a': 0.002, 'e': 0.34232318594378797}",35,10,1.046368460557742,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
537,False,"{'a': 0.002, 'e': 0.34163922376206945}",30,0,-65.55870056991776,"{0: 24, 1: 1, 2: 1, 3: 4, 4: 0}",0
538,False,"{'a': 0.002, 'e': 0.34095662813770156}",20,0,-47.761775426654125,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
539,False,"{'a': 0.002, 'e': 0.3402753963403008}",20,12,-26.935208680181784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
540,False,"{'a': 0.002, 'e': 0.3395955256449391}",20,15,-2.7178287558567877,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.002, 'e': 0.3389170133321328}",25,4,9.758557046371521,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.002, 'e': 0.3382398566878317}",20,14,11.031734070368692,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.002, 'e': 0.33756405300340836}",25,14,8.357485525061474,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.002, 'e': 0.33688959957564707}",25,0,6.807886811583689,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
545,False,"{'a': 0.002, 'e': 0.33621649370673334}",25,5,36.67060123090958,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.002, 'e': 0.3355447327042427}",25,12,-21.463793638398332,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
547,False,"{'a': 0.002, 'e': 0.3348743138811302}",20,3,10.379303441877624,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
548,False,"{'a': 0.002, 'e': 0.33420523455571977}",25,9,8.934944143152133,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.002, 'e': 0.3335374920516932}",20,13,14.643949251619867,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.002, 'e': 0.33287108369807955}",25,11,4.073985705202688,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
551,False,"{'a': 0.002, 'e': 0.33220600682924445}",20,5,-23.60419016868434,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
552,False,"{'a': 0.002, 'e': 0.3315422587848797}",20,3,-37.55773379428908,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
553,False,"{'a': 0.002, 'e': 0.33087983690999206}",35,21,2.143226810779775,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
554,False,"{'a': 0.002, 'e': 0.3302187385548933}",20,15,4.1993392957710665,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.002, 'e': 0.32955896107518906}",20,12,3.0077396681270594,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.002, 'e': 0.3289005018317685}",20,12,16.127355423489167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.002, 'e': 0.32824335819079375}",20,14,2.4542874697344716,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.002, 'e': 0.3275875275236895}",20,0,-1.9634833440166708,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
559,False,"{'a': 0.002, 'e': 0.3269330072071321}",20,0,-74.62868705169394,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
560,False,"{'a': 0.002, 'e': 0.32627979462303947}",20,0,-1.5152736442841817,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
561,False,"{'a': 0.002, 'e': 0.32562788715856034}",25,8,-7.808279813979066,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
562,False,"{'a': 0.002, 'e': 0.324977282206064}",25,4,7.147180383349159,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.002, 'e': 0.3243279771631298}",20,7,0.06476740085135213,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.002, 'e': 0.3236799694325367}",35,28,13.615616978397595,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.002, 'e': 0.3230332564222529}",25,13,12.009212776043098,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.002, 'e': 0.3223878355454255}",35,0,-41.19877976052676,"{0: 30, 1: 0, 2: 4, 3: 0, 4: 1}",0
567,False,"{'a': 0.002, 'e': 0.32174370422037013}",30,21,2.6562841118556726,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
568,False,"{'a': 0.002, 'e': 0.32110085987056064}",30,0,-54.43810031205514,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
569,False,"{'a': 0.002, 'e': 0.32045929992461875}",20,0,3.428583990583058,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
570,False,"{'a': 0.002, 'e': 0.31981902181630384}",20,8,7.166959654420542,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.002, 'e': 0.31918002298450265}",25,6,19.479552595777232,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.002, 'e': 0.31854230087321894}",30,10,-15.971429383247997,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
573,False,"{'a': 0.002, 'e': 0.3179058529315635}",20,10,1.5645270885249918,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.002, 'e': 0.3172706766137436}",25,0,9.761783594500734,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
575,False,"{'a': 0.002, 'e': 0.31663676937905316}",20,15,6.578834477670691,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.002, 'e': 0.31600412869186245}",30,0,8.404827372783123,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
577,False,"{'a': 0.002, 'e': 0.31537275202160797}",25,18,-1.2787023315043233,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.002, 'e': 0.3147426368427819}",30,13,-14.688590497071372,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
579,False,"{'a': 0.002, 'e': 0.31411378063492296}",25,5,-103.51467862651475,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",1
580,False,"{'a': 0.002, 'e': 0.3134861808826053}",20,6,5.291863620608144,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.002, 'e': 0.3128598350754292}",25,15,-17.165372602669443,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
582,False,"{'a': 0.002, 'e': 0.31223474070801055}",20,0,20.813930584932365,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
583,False,"{'a': 0.002, 'e': 0.31161089527997105}",25,12,21.912770055914944,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.002, 'e': 0.3109882962959281}",20,14,9.019589160774458,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.002, 'e': 0.31036694126548503}",20,5,25.008896871003977,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.002, 'e': 0.3097468277032208}",25,8,7.941635320376093,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.002, 'e': 0.30912795312868047}",30,16,-69.71961093031072,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
588,False,"{'a': 0.002, 'e': 0.3085103150663647}",30,13,-15.67593240305592,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
589,False,"{'a': 0.002, 'e': 0.3078939110457206}",30,0,-156.48643297589336,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
590,False,"{'a': 0.002, 'e': 0.30727873860113125}",20,10,3.802736087817622,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
591,False,"{'a': 0.002, 'e': 0.306664795271906}",25,18,0.08083495922668238,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.002, 'e': 0.3060520786022707}",35,0,-60.155090552361045,"{0: 27, 1: 2, 2: 5, 3: 0, 4: 1}",0
593,False,"{'a': 0.002, 'e': 0.3054405861413579}",20,10,11.40506350835342,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.002, 'e': 0.30483031544319683}",20,0,2.6985039231636967,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
595,False,"{'a': 0.002, 'e': 0.3042212640667041}",20,2,18.585984173419497,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.002, 'e': 0.30361342957567317}",20,0,-5.423808099924136,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
597,False,"{'a': 0.002, 'e': 0.3030068095387654}",20,13,4.086437373583389,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.002, 'e': 0.3024014015294998}",20,8,20.919545784668664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.002, 'e': 0.3017972031262435}",25,13,24.380001643651806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.002, 'e': 0.30119421191220214}",20,8,12.082437226036648,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.002, 'e': 0.30059242547541}",20,2,23.689376260707146,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.002, 'e': 0.2999918414087205}",25,18,9.398613520223757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.002, 'e': 0.2993924573097967}",20,12,-17.518614377756247,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
604,False,"{'a': 0.002, 'e': 0.29879427078110127}",30,14,13.19605626774481,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.002, 'e': 0.2981972794298874}",20,0,-67.82972587735331,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
606,False,"{'a': 0.002, 'e': 0.29760148086818883}",25,0,36.30404496121459,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
607,False,"{'a': 0.002, 'e': 0.2970068727128105}",20,0,-45.4569736124198,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
608,False,"{'a': 0.002, 'e': 0.2964134525853191}",25,1,-88.98754169810569,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 2}",1
609,False,"{'a': 0.002, 'e': 0.2958212181120332}",20,11,-10.7186563090663,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
610,False,"{'a': 0.002, 'e': 0.2952301669240142}",20,0,14.715123270627204,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
611,False,"{'a': 0.002, 'e': 0.29464029665705654}",25,17,15.194503162458563,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.002, 'e': 0.29405160495167837}",30,1,-28.42506875739842,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 0}",1
613,False,"{'a': 0.002, 'e': 0.2934640894531121}",25,10,12.907315175446726,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
614,False,"{'a': 0.002, 'e': 0.2928777478112949}",25,4,-19.3155319359356,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 0}",1
615,False,"{'a': 0.002, 'e': 0.2922925776808594}",20,0,16.263108146655032,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
616,False,"{'a': 0.002, 'e': 0.2917085767211244}",30,17,-70.6906048370205,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
617,False,"{'a': 0.002, 'e': 0.2911257425960852}",25,1,25.016244684058904,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.2905440729744046}",20,0,5.064489376564287,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
619,False,"{'a': 0.002, 'e': 0.2899635655294032}",20,2,26.164268283522727,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.002, 'e': 0.2893842179390506}",30,17,0.9149172488942736,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
621,False,"{'a': 0.002, 'e': 0.28880602788595566}",20,14,10.46918918902658,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.002, 'e': 0.2882289930573573}",25,0,-16.544269978577084,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
623,False,"{'a': 0.002, 'e': 0.2876531111451154}",20,3,-0.9300269911238521,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
624,False,"{'a': 0.002, 'e': 0.28707837984570167}",20,2,-8.589370105602883,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
625,False,"{'a': 0.002, 'e': 0.2865047968601901}",25,13,-32.6582593728989,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
626,False,"{'a': 0.002, 'e': 0.285932359894248}",25,4,-41.463880054433965,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 1}",1
627,False,"{'a': 0.002, 'e': 0.28536106665812666}",20,8,10.038827328653039,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.002, 'e': 0.2847909148666525}",20,7,-5.6176762379736545,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
629,False,"{'a': 0.002, 'e': 0.28422190223921745}",20,5,24.83728561648947,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.002, 'e': 0.2836540264997704}",20,2,-28.16476930389868,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
631,False,"{'a': 0.002, 'e': 0.2830872853768075}",25,15,23.27419187532013,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2825216766033636}",20,13,14.314211784704927,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.002, 'e': 0.28195719791700274}",25,3,-25.840695542969037,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
634,False,"{'a': 0.002, 'e': 0.2813938470598095}",25,3,10.422888241864097,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2808316217783798}",35,9,-25.85095620501852,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
636,False,"{'a': 0.002, 'e': 0.28027051982381157}",30,19,20.790157886863902,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.002, 'e': 0.2797105389516963}",30,0,-45.68976666264888,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
638,False,"{'a': 0.002, 'e': 0.27915167692210985}",25,8,0.9366279820782195,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
